홍수사상번호,연,월,일,시간,유입량
10,2009,8,11,18,125.294817
10,2009,8,11,19,146.2537977
10,2009,8,11,20,155.9711984
10,2009,8,11,21,155.8412621
10,2009,8,11,22,149.1662107
10,2009,8,11,23,139.0304921
10,2009,8,11,24,128.0293967
10,2009,8,12,1,117.0193558
10,2009,8,12,2,106.9040553
10,2009,8,12,3,100.515056
10,2009,8,12,4,101.4499026
10,2009,8,12,5,114.4421996
10,2009,8,12,6,142.0708152
10,2009,8,12,7,177.3050108
10,2009,8,12,8,211.2568951
10,2009,8,12,9,238.4380134
10,2009,8,12,10,266.3760614
10,2009,8,12,11,304.4858805
10,2009,8,12,12,356.7147464
10,2009,8,12,13,425.801631
10,2009,8,12,14,515.1198588
10,2009,8,12,15,629.6628425
10,2009,8,12,16,780.2699959
10,2009,8,12,17,978.5885687
10,2009,8,12,18,1233.651152
10,2009,8,12,19,1550.039294
10,2009,8,12,20,1917.145038
10,2009,8,12,21,2314.396954
10,2009,8,12,22,2696.55923
10,2009,8,12,23,3017.803519
10,2009,8,12,24,3254.5957
10,2009,8,13,1,3393.526631
10,2009,8,13,2,3439.39286
10,2009,8,13,3,3403.119327
10,2009,8,13,4,3301.938851
10,2009,8,13,5,3154.5134
10,2009,8,13,6,2978.913669
10,2009,8,13,7,2791.870711
10,2009,8,13,8,2605.348276
10,2009,8,13,9,2429.508449
10,2009,8,13,10,2272.07395
10,2009,8,13,11,2138.22491
10,2009,8,13,12,2025.410484
10,2009,8,13,13,1929.255451
10,2009,8,13,14,1845.818065
10,2009,8,13,15,1771.249784
10,2009,8,13,16,1701.641407
10,2009,8,13,17,1633.280135
10,2009,8,13,18,1563.29945
10,2009,8,13,19,1490.414153
10,2009,8,13,20,1418.818059
10,2009,8,13,21,1353.219052
10,2009,8,13,22,1294.902302
10,2009,8,13,23,1243.987442
10,2009,8,13,24,1199.35467
10,2009,8,14,1,1159.464533
10,2009,8,14,2,1122.338411
10,2009,8,14,3,1086.076124
10,2009,8,14,4,1049.530411
10,2009,8,14,5,1011.448005
10,2009,8,14,6,969.3986829
10,2009,8,14,7,920.5601134
10,2009,8,14,8,861.7184917
11,2010,9,9,14,407.9739828
11,2010,9,9,15,418.8277735
11,2010,9,9,16,436.3574532
11,2010,9,9,17,457.5761304
11,2010,9,9,18,477.4530497
11,2010,9,9,19,490.0873917
11,2010,9,9,20,488.1419434
11,2010,9,9,21,467.1766044
11,2010,9,9,22,435.776115
11,2010,9,9,23,403.9535191
11,2010,9,9,24,374.4102319
11,2010,9,10,1,347.6316608
11,2010,9,10,2,322.5508097
11,2010,9,10,3,297.7705493
11,2010,9,10,4,272.1256207
11,2010,9,10,5,246.2687616
11,2010,9,10,6,227.8928254
11,2010,9,10,7,223.3993531
11,2010,9,10,8,226.9845191
11,2010,9,10,9,231.3110309
11,2010,9,10,10,235.1130944
11,2010,9,10,11,238.7621765
11,2010,9,10,12,243.1072895
11,2010,9,10,13,248.7760631
11,2010,9,10,14,255.0330513
11,2010,9,10,15,261.4871073
11,2010,9,10,16,270.4873566
11,2010,9,10,17,284.2642417
11,2010,9,10,18,301.8332001
11,2010,9,10,19,321.9439734
11,2010,9,10,20,345.4985265
11,2010,9,10,21,371.295658
11,2010,9,10,22,387.5692807
11,2010,9,10,23,383.7376217
11,2010,9,10,24,364.5210508
11,2010,9,11,1,339.0477026
11,2010,9,11,2,318.7746285
11,2010,9,11,3,317.3887986
11,2010,9,11,4,355.1679429
11,2010,9,11,5,450.3211589
11,2010,9,11,6,606.1922547
11,2010,9,11,7,816.1418694
11,2010,9,11,8,1048.463258
11,2010,9,11,9,1270.554734
11,2010,9,11,10,1471.30224
11,2010,9,11,11,1647.860268
11,2010,9,11,12,1808.969883
11,2010,9,11,13,1964.984276
11,2010,9,11,14,2121.118558
11,2010,9,11,15,2282.076136
11,2010,9,11,16,2455.651664
11,2010,9,11,17,2646.214202
11,2010,9,11,18,2841.339187
11,2010,9,11,19,3024.329245
11,2010,9,11,20,3178.189378
11,2010,9,11,21,3287.834459
11,2010,9,11,22,3346.11648
11,2010,9,11,23,3351.334588
11,2010,9,11,24,3315.639452
11,2010,9,12,1,3254.322015
11,2010,9,12,2,3181.382799
11,2010,9,12,3,3110.927266
11,2010,9,12,4,3058.77107
11,2010,9,12,5,3042.473905
11,2010,9,12,6,3084.861435
11,2010,9,12,7,3206.797932
11,2010,9,12,8,3416.03614
11,2010,9,12,9,3713.313112
11,2010,9,12,10,4084.414646
11,2010,9,12,11,4507.106937
11,2010,9,12,12,4942.029
11,2010,9,12,13,5348.230982
11,2010,9,12,14,5695.534729
11,2010,9,12,15,5956.561826
11,2010,9,12,16,6104.361098
11,2010,9,12,17,6118.31932
11,2010,9,12,18,6002.747815
11,2010,9,12,19,5772.32705
11,2010,9,12,20,5458.289522
11,2010,9,12,21,5094.862873
11,2010,9,12,22,4711.703276
11,2010,9,12,23,4334.733922
11,2010,9,12,24,3979.517542
11,2010,9,13,1,3657.103377
11,2010,9,13,2,3370.847167
11,2010,9,13,3,3121.218218
11,2010,9,13,4,2904.833603
11,2010,9,13,5,2717.528284
11,2010,9,13,6,2555.861034
11,2010,9,13,7,2415.997019
11,2010,9,13,8,2291.803201
11,2010,9,13,9,2178.202496
11,2010,9,13,10,2076.639878
11,2010,9,13,11,1988.338087
11,2010,9,13,12,1907.1089
11,2010,9,13,13,1827.348217
11,2010,9,13,14,1753.199406
11,2010,9,13,15,1689.289404
11,2010,9,13,16,1632.431942
11,2010,9,13,17,1577.940573
11,2010,9,13,18,1522.941345
11,2010,9,13,19,1466.011006
11,2010,9,13,20,1409.716596
11,2010,9,13,21,1357.158115
11,2010,9,13,22,1309.577091
11,2010,9,13,23,1267.473483
11,2010,9,13,24,1230.239437
11,2010,9,14,1,1196.779949
11,2010,9,14,2,1165.159236
11,2010,9,14,3,1132.846183
12,2010,9,18,21,301.6913601
12,2010,9,18,22,278.3598243
12,2010,9,18,23,242.223812
12,2010,9,18,24,204.978261
12,2010,9,19,1,167.7090208
12,2010,9,19,2,131.1006829
12,2010,9,19,3,104.8418942
12,2010,9,19,4,98.3065308
12,2010,9,19,5,110.6053276
12,2010,9,19,6,136.8881623
12,2010,9,19,7,166.7246239
12,2010,9,19,8,189.5659138
12,2010,9,19,9,199.9699694
12,2010,9,19,10,197.0247097
12,2010,9,19,11,192.8312423
12,2010,9,19,12,199.0757258
12,2010,9,19,13,212.7713342
12,2010,9,19,14,227.0694427
12,2010,9,19,15,234.3472175
12,2010,9,19,16,231.8340333
12,2010,9,19,17,236.9423085
12,2010,9,19,18,263.940521
12,2010,9,19,19,294.3383423
12,2010,9,19,20,306.1141453
12,2010,9,19,21,295.8799164
12,2010,9,19,22,267.1514996
12,2010,9,19,23,232.4265555
12,2010,9,19,24,203.8975
12,2010,9,20,1,183.5539537
12,2010,9,20,2,170.8348384
12,2010,9,20,3,164.1767939
12,2010,9,20,4,158.0073324
12,2010,9,20,5,148.0155743
12,2010,9,20,6,138.9461998
12,2010,9,20,7,136.0957743
12,2010,9,20,8,137.9128433
12,2010,9,20,9,142.1602686
12,2010,9,20,10,150.7061987
12,2010,9,20,11,164.648009
12,2010,9,20,12,177.8946988
12,2010,9,20,13,184.4548617
12,2010,9,20,14,185.9238465
12,2010,9,20,15,185.8927696
12,2010,9,20,16,188.3490639
12,2010,9,20,17,197.1979575
12,2010,9,20,18,215.6195423
12,2010,9,20,19,245.4062882
12,2010,9,20,20,283.525313
12,2010,9,20,21,322.9953121
12,2010,9,20,22,345.8666435
12,2010,9,20,23,338.4603762
12,2010,9,20,24,315.1487598
12,2010,9,21,1,293.4280564
12,2010,9,21,2,275.2393948
12,2010,9,21,3,257.6837034
12,2010,9,21,4,234.0562433
12,2010,9,21,5,201.1829625
12,2010,9,21,6,173.8182245
12,2010,9,21,7,165.8743307
12,2010,9,21,8,169.9669175
12,2010,9,21,9,174.7810493
12,2010,9,21,10,174.5761644
12,2010,9,21,11,165.0052952
12,2010,9,21,12,144.0787951
12,2010,9,21,13,119.2363025
12,2010,9,21,14,100.6178939
12,2010,9,21,15,99.73611285
12,2010,9,21,16,133.4171302
12,2010,9,21,17,238.3691578
12,2010,9,21,18,453.303083
12,2010,9,21,19,805.0584521
12,2010,9,21,20,1308.964792
12,2010,9,21,21,1946.182891
12,2010,9,21,22,2690.576915
12,2010,9,21,23,3520.993279
12,2010,9,21,24,4402.29643
12,2010,9,22,1,5238.440696
12,2010,9,22,2,5928.227953
12,2010,9,22,3,6410.760383
12,2010,9,22,4,6649.461979
12,2010,9,22,5,6664.743659
12,2010,9,22,6,6494.54945
12,2010,9,22,7,6189.96889
12,2010,9,22,8,5804.854979
12,2010,9,22,9,5390.969056
12,2010,9,22,10,4995.303187
12,2010,9,22,11,4647.864002
12,2010,9,22,12,4365.900508
12,2010,9,22,13,4132.616661
12,2010,9,22,14,3925.760092
12,2010,9,22,15,3735.298199
12,2010,9,22,16,3554.779362
12,2010,9,22,17,3379.856113
12,2010,9,22,18,3208.664151
12,2010,9,22,19,3047.16769
12,2010,9,22,20,2901.532123
12,2010,9,22,21,2770.899062
12,2010,9,22,22,2652.654169
12,2010,9,22,23,2544.230944
12,2010,9,22,24,2443.254222
12,2010,9,23,1,2348.25592
12,2010,9,23,2,2261.204937
12,2010,9,23,3,2184.415318
12,2010,9,23,4,2118.144696
12,2010,9,23,5,2061.597228
12,2010,9,23,6,2011.819579
12,2010,9,23,7,1965.497846
12,2010,9,23,8,1920.033355
12,2010,9,23,9,1873.174934
12,2010,9,23,10,1823.346184
12,2010,9,23,11,1770.588016
12,2010,9,23,12,1720.735819
12,2010,9,23,13,1679.203463
12,2010,9,23,14,1643.924262
12,2010,9,23,15,1611.744747
12,2010,9,23,16,1582.644876
12,2010,9,23,17,1556.684006
12,2010,9,23,18,1531.105672
12,2010,9,23,19,1503.512821
12,2010,9,23,20,1475.76187
12,2010,9,23,21,1449.896617
12,2010,9,23,22,1424.456918
12,2010,9,23,23,1398.10859
12,2010,9,23,24,1373.525232
12,2010,9,24,1,1353.968149
12,2010,9,24,2,1341.04169
12,2010,9,24,3,1337.92791
13,2011,6,28,23,865.0187344
13,2011,6,28,24,839.8503725
13,2011,6,29,1,811.6407732
13,2011,6,29,2,780.3067715
13,2011,6,29,3,745.9859905
13,2011,6,29,4,709.2211345
13,2011,6,29,5,670.923729
13,2011,6,29,6,633.0755019
13,2011,6,29,7,597.9363128
13,2011,6,29,8,567.8083442
13,2011,6,29,9,544.8313466
13,2011,6,29,10,530.4530198
13,2011,6,29,11,525.5024952
13,2011,6,29,12,529.0266832
13,2011,6,29,13,540.0766278
13,2011,6,29,14,559.5021284
13,2011,6,29,15,589.660505
13,2011,6,29,16,636.9761772
13,2011,6,29,17,708.2744962
13,2011,6,29,18,809.0711337
13,2011,6,29,19,940.2999421
13,2011,6,29,20,1100.734289
13,2011,6,29,21,1285.087426
13,2011,6,29,22,1486.077735
13,2011,6,29,23,1692.504253
13,2011,6,29,24,1892.340534
13,2011,6,30,1,2074.177553
13,2011,6,30,2,2230.359305
13,2011,6,30,3,2367.624449
13,2011,6,30,4,2495.537887
13,2011,6,30,5,2620.574831
13,2011,6,30,6,2746.779806
13,2011,6,30,7,2871.564266
13,2011,6,30,8,2990.809434
13,2011,6,30,9,3100.908679
13,2011,6,30,10,3198.786259
13,2011,6,30,11,3283.172512
13,2011,6,30,12,3353.979365
13,2011,6,30,13,3411.087017
13,2011,6,30,14,3453.470013
13,2011,6,30,15,3479.167275
13,2011,6,30,16,3483.38086
13,2011,6,30,17,3461.230507
13,2011,6,30,18,3410.343546
13,2011,6,30,19,3330.005403
13,2011,6,30,20,3223.626285
13,2011,6,30,21,3096.1988
13,2011,6,30,22,2954.920358
13,2011,6,30,23,2807.210546
13,2011,6,30,24,2659.172856
13,2011,7,1,1,2515.73808
13,2011,7,1,2,2378.462306
13,2011,7,1,3,2248.135314
13,2011,7,1,4,2125.353841
13,2011,7,1,5,2008.781872
13,2011,7,1,6,1897.598848
13,2011,7,1,7,1795.05615
13,2011,7,1,8,1704.357775
13,2011,7,1,9,1624.446243
13,2011,7,1,10,1553.43857
13,2011,7,1,11,1490.411226
13,2011,7,1,12,1434.758318
13,2011,7,1,13,1386.185021
13,2011,7,1,14,1344.761581
13,2011,7,1,15,1311.707461
13,2011,7,1,16,1287.971189
13,2011,7,1,17,1272.268327
14,2011,7,2,23,650.4484063
14,2011,7,2,24,681.4088964
14,2011,7,3,1,706.4749497
14,2011,7,3,2,719.5710822
14,2011,7,3,3,734.9705364
14,2011,7,3,4,768.6988633
14,2011,7,3,5,824.163848
14,2011,7,3,6,904.3253095
14,2011,7,3,7,1014.619383
14,2011,7,3,8,1167.50056
14,2011,7,3,9,1375.865353
14,2011,7,3,10,1647.359995
14,2011,7,3,11,1981.303431
14,2011,7,3,12,2348.955716
14,2011,7,3,13,2722.208887
14,2011,7,3,14,3103.711855
14,2011,7,3,15,3504.440514
14,2011,7,3,16,3931.617631
14,2011,7,3,17,4376.773193
14,2011,7,3,18,4827.179988
14,2011,7,3,19,5268.774814
14,2011,7,3,20,5693.265237
14,2011,7,3,21,6116.777887
14,2011,7,3,22,6553.653372
14,2011,7,3,23,6982.631381
14,2011,7,3,24,7358.409702
14,2011,7,4,1,7633.839471
14,2011,7,4,2,7770.536327
14,2011,7,4,3,7740.177514
14,2011,7,4,4,7545.922194
14,2011,7,4,5,7203.290118
14,2011,7,4,6,6745.761492
14,2011,7,4,7,6213.386504
14,2011,7,4,8,5654.534804
14,2011,7,4,9,5119.165811
14,2011,7,4,10,4646.877807
14,2011,7,4,11,4243.176004
14,2011,7,4,12,3903.701922
14,2011,7,4,13,3618.245273
14,2011,7,4,14,3376.029576
14,2011,7,4,15,3169.865397
14,2011,7,4,16,2992.059263
14,2011,7,4,17,2829.314508
14,2011,7,4,18,2669.255794
14,2011,7,4,19,2510.570637
14,2011,7,4,20,2361.366084
14,2011,7,4,21,2230.13196
14,2011,7,4,22,2119.791783
14,2011,7,4,23,2029.474555
14,2011,7,4,24,1948.697519
15,2011,7,7,8,480.2647315
15,2011,7,7,9,469.6913817
15,2011,7,7,10,458.850277
15,2011,7,7,11,448.7810888
15,2011,7,7,12,440.4479589
15,2011,7,7,13,434.7961463
15,2011,7,7,14,433.0592958
15,2011,7,7,15,437.6245947
15,2011,7,7,16,451.1676155
15,2011,7,7,17,475.5818647
15,2011,7,7,18,509.6325826
15,2011,7,7,19,551.3029429
15,2011,7,7,20,599.5059315
15,2011,7,7,21,656.8737816
15,2011,7,7,22,726.9685383
15,2011,7,7,23,812.7140475
15,2011,7,7,24,914.4813574
15,2011,7,8,1,1032.003317
15,2011,7,8,2,1164.855358
15,2011,7,8,3,1311.983244
15,2011,7,8,4,1472.17532
15,2011,7,8,5,1644.219932
15,2011,7,8,6,1826.632997
15,2011,7,8,7,2016.840709
15,2011,7,8,8,2211.996833
15,2011,7,8,9,2408.022127
15,2011,7,8,10,2595.905317
15,2011,7,8,11,2765.402124
15,2011,7,8,12,2907.239396
15,2011,7,8,13,3016.028493
15,2011,7,8,14,3087.351902
15,2011,7,8,15,3118.58409
15,2011,7,8,16,3114.26743
15,2011,7,8,17,3080.736273
15,2011,7,8,18,3025.371408
15,2011,7,8,19,2959.739375
15,2011,7,8,20,2896.453153
15,2011,7,8,21,2847.106556
15,2011,7,8,22,2819.216753
15,2011,7,8,23,2819.281745
15,2011,7,8,24,2853.799537
15,2011,7,9,1,2927.180289
15,2011,7,9,2,3035.482782
15,2011,7,9,3,3172.677954
15,2011,7,9,4,3332.445407
15,2011,7,9,5,3507.299412
15,2011,7,9,6,3689.462906
15,2011,7,9,7,3871.885487
15,2011,7,9,8,4050.42341
15,2011,7,9,9,4221.659593
15,2011,7,9,10,4381.315109
15,2011,7,9,11,4521.663661
15,2011,7,9,12,4634.117104
15,2011,7,9,13,4711.181563
15,2011,7,9,14,4749.740219
15,2011,7,9,15,4747.770521
15,2011,7,9,16,4704.381269
15,2011,7,9,17,4623.206671
15,2011,7,9,18,4509.012291
15,2011,7,9,19,4366.563689
15,2011,7,9,20,4201.122091
15,2011,7,9,21,4019.931379
15,2011,7,9,22,3830.731099
15,2011,7,9,23,3640.396081
15,2011,7,9,24,3452.342289
15,2011,7,10,1,3269.120968
15,2011,7,10,2,3093.247156
15,2011,7,10,3,2927.09105
15,2011,7,10,4,2772.986636
15,2011,7,10,5,2633.074204
15,2011,7,10,6,2508.719264
15,2011,7,10,7,2401.093626
15,2011,7,10,8,2311.003551
15,2011,7,10,9,2237.79309
15,2011,7,10,10,2180.440741
15,2011,7,10,11,2138.185208
15,2011,7,10,12,2111.306003
15,2011,7,10,13,2100.34284
15,2011,7,10,14,2105.835435
15,2011,7,10,15,2127.426692
15,2011,7,10,16,2161.172274
15,2011,7,10,17,2202.231032
15,2011,7,10,18,2245.798521
15,2011,7,10,19,2287.217107
15,2011,7,10,20,2321.86586
15,2011,7,10,21,2345.838736
15,2011,7,10,22,2358.08923
15,2011,7,10,23,2358.285722
15,2011,7,10,24,2346.537031
15,2011,7,11,1,2324.713714
15,2011,7,11,2,2295.126766
15,2011,7,11,3,2259.858401
15,2011,7,11,4,2220.075701
15,2011,7,11,5,2176.716967
15,2011,7,11,6,2130.551238
15,2011,7,11,7,2081.670504
15,2011,7,11,8,2029.997494
15,2011,7,11,9,1975.454936
15,2011,7,11,10,1918.54507
15,2011,7,11,11,1862.088182
15,2011,7,11,12,1809.484069
15,2011,7,11,13,1763.494592
15,2011,7,11,14,1724.329869
15,2011,7,11,15,1691.56208
15,2011,7,11,16,1664.626081
15,2011,7,11,17,1642.407419
15,2011,7,11,18,1623.654318
15,2011,7,11,19,1607.570553
15,2011,7,11,20,1595.182124
15,2011,7,11,21,1587.970583
15,2011,7,11,22,1587.02359
15,2011,7,11,23,1591.853236
15,2011,7,11,24,1601.577718
15,2011,7,12,1,1615.211679
15,2011,7,12,2,1631.355547
15,2011,7,12,3,1648.506197
15,2011,7,12,4,1665.160503
15,2011,7,12,5,1680.35442
15,2011,7,12,6,1695.280224
15,2011,7,12,7,1711.669269
15,2011,7,12,8,1730.812393
15,2011,7,12,9,1752.238347
15,2011,7,12,10,1775.035365
15,2011,7,12,11,1798.288857
15,2011,7,12,12,1821.072948
15,2011,7,12,13,1842.458941
15,2011,7,12,14,1861.590286
15,2011,7,12,15,1877.89901
15,2011,7,12,16,1890.889287
15,2011,7,12,17,1900.265288
15,2011,7,12,18,1906.531184
15,2011,7,12,19,1910.391143
15,2011,7,12,20,1912.371089
15,2011,7,12,21,1912.283965
15,2011,7,12,22,1909.764468
15,2011,7,12,23,1904.447296
15,2011,7,12,24,1896.381803
15,2011,7,13,1,1887.27598
15,2011,7,13,2,1879.252473
15,2011,7,13,3,1873.747196
15,2011,7,13,4,1869.44912
15,2011,7,13,5,1864.360483
15,2011,7,13,6,1856.581435
15,2011,7,13,7,1844.603783
15,2011,7,13,8,1827.017248
15,2011,7,13,9,1802.714573
15,2011,7,13,10,1771.800586
15,2011,7,13,11,1734.68314
15,2011,7,13,12,1691.942608
15,2011,7,13,13,1644.849453
15,2011,7,13,14,1594.846658
15,2011,7,13,15,1543.430875
15,2011,7,13,16,1492.313418
15,2011,7,13,17,1443.25927
15,2011,7,13,18,1398.033413
15,2011,7,13,19,1357.948682
15,2011,7,13,20,1322.509316
15,2011,7,13,21,1290.76741
15,2011,7,13,22,1261.92007
15,2011,7,13,23,1235.744457
15,2011,7,13,24,1212.162745
15,2011,7,14,1,1190.919009
15,2011,7,14,2,1171.044923
15,2011,7,14,3,1151.394063
15,2011,7,14,4,1131.110229
15,2011,7,14,5,1110.498136
15,2011,7,14,6,1090.152725
15,2011,7,14,7,1070.676367
15,2011,7,14,8,1052.701158
15,2011,7,14,9,1036.866621
15,2011,7,14,10,1023.781106
15,2011,7,14,11,1013.928259
15,2011,7,14,12,1007.76055
15,2011,7,14,13,1005.730446
15,2011,7,14,14,1008.311379
15,2011,7,14,15,1016.060618
15,2011,7,14,16,1029.556393
15,2011,7,14,17,1049.440326
15,2011,7,14,18,1076.607607
15,2011,7,14,19,1112.016821
15,2011,7,14,20,1156.01832
15,2011,7,14,21,1206.529531
15,2011,7,14,22,1260.859655
15,2011,7,14,23,1316.486359
15,2011,7,14,24,1371.561195
15,2011,7,15,1,1424.404185
15,2011,7,15,2,1473.873491
15,2011,7,15,3,1520.97983
15,2011,7,15,4,1567.272061
15,2011,7,15,5,1613.754152
15,2011,7,15,6,1659.250511
15,2011,7,15,7,1702.04066
15,2011,7,15,8,1740.404117
15,2011,7,15,9,1772.649466
15,2011,7,15,10,1797.201533
15,2011,7,15,11,1812.514208
15,2011,7,15,12,1817.504661
15,2011,7,15,13,1812.943175
15,2011,7,15,14,1800.063315
15,2011,7,15,15,1780.12596
15,2011,7,15,16,1754.501251
15,2011,7,15,17,1724.586647
15,2011,7,15,18,1691.736173
15,2011,7,15,19,1657.130138
15,2011,7,15,20,1621.905419
15,2011,7,15,21,1587.129477
15,2011,7,15,22,1553.592107
15,2011,7,15,23,1522.013687
15,2011,7,15,24,1492.617619
15,2011,7,16,1,1463.639398
15,2011,7,16,2,1432.817547
15,2011,7,16,3,1397.890584
15,2011,7,16,4,1357.453611
15,2011,7,16,5,1313.528049
15,2011,7,16,6,1268.9919
15,2011,7,16,7,1226.450148
15,2011,7,16,8,1187.415709
15,2011,7,16,9,1153.128483
15,2011,7,16,10,1124.6395
15,2011,7,16,11,1102.244319
15,2011,7,16,12,1086.049633
15,2011,7,16,13,1075.69414
15,2011,7,16,14,1068.944562
15,2011,7,16,15,1063.099629
15,2011,7,16,16,1055.976379
15,2011,7,16,17,1047.46508
15,2011,7,16,18,1037.974311
15,2011,7,16,19,1027.946265
15,2011,7,16,20,1017.957592
15,2011,7,16,21,1008.618561
15,2011,7,16,22,1000.539438
15,2011,7,16,23,994.1077789
15,2011,7,16,24,988.8202885
15,2011,7,17,1,983.9509611
15,2011,7,17,2,979.0009572
15,2011,7,17,3,974.3801051
15,2011,7,17,4,970.7253996
15,2011,7,17,5,968.6345874
15,2011,7,17,6,968.5484212
15,2011,7,17,7,970.8684055
15,2011,7,17,8,975.6775338
15,2011,7,17,9,981.7847551
15,2011,7,17,10,987.6805073
15,2011,7,17,11,992.0279753
15,2011,7,17,12,994.1813307
15,2011,7,17,13,993.6674918
15,2011,7,17,14,990.0509294
15,2011,7,17,15,983.046325
15,2011,7,17,16,972.4059126
15,2011,7,17,17,957.8819262
15,2011,7,17,18,939.6490732
15,2011,7,17,19,919.5719556
15,2011,7,17,20,899.9376486
15,2011,7,17,21,882.5065511
15,2011,7,17,22,866.9323545
15,2011,7,17,23,852.3420739
15,2011,7,17,24,837.7870768
15,2011,7,18,1,822.0161413
15,2011,7,18,2,803.7023985
15,2011,7,18,3,781.5329763
15,2011,7,18,4,754.2509912
15,2011,7,18,5,720.6135571
16,2011,7,26,5,285.9727259
16,2011,7,26,6,279.4357477
16,2011,7,26,7,273.7698757
16,2011,7,26,8,269.7809902
16,2011,7,26,9,266.6779558
16,2011,7,26,10,263.2703831
16,2011,7,26,11,258.7558318
16,2011,7,26,12,253.8836573
16,2011,7,26,13,249.7911643
16,2011,7,26,14,247.2627564
16,2011,7,26,15,245.6712346
16,2011,7,26,16,244.1664801
16,2011,7,26,17,242.418298
16,2011,7,26,18,240.2264744
16,2011,7,26,19,237.429161
16,2011,7,26,20,234.0179722
16,2011,7,26,21,230.0228876
16,2011,7,26,22,225.5186966
16,2011,7,26,23,220.7594259
16,2011,7,26,24,216.0439113
16,2011,7,27,1,211.9638733
16,2011,7,27,2,210.2825694
16,2011,7,27,3,212.3021294
16,2011,7,27,4,216.3086348
16,2011,7,27,5,219.8341552
16,2011,7,27,6,221.283072
16,2011,7,27,7,222.5490147
16,2011,7,27,8,226.3979249
16,2011,7,27,9,236.1048065
16,2011,7,27,10,256.9809136
16,2011,7,27,11,294.846563
16,2011,7,27,12,357.0595157
16,2011,7,27,13,457.1273109
16,2011,7,27,14,608.5757024
16,2011,7,27,15,818.8535251
16,2011,7,27,16,1093.890384
16,2011,7,27,17,1433.050481
16,2011,7,27,18,1809.436407
16,2011,7,27,19,2189.585347
16,2011,7,27,20,2542.028731
16,2011,7,27,21,2843.274956
16,2011,7,27,22,3075.731661
16,2011,7,27,23,3237.426486
16,2011,7,27,24,3330.292069
16,2011,7,28,1,3357.947984
16,2011,7,28,2,3330.761541
16,2011,7,28,3,3260.786987
16,2011,7,28,4,3159.621757
16,2011,7,28,5,3037.036049
16,2011,7,28,6,2902.343251
16,2011,7,28,7,2763.582538
16,2011,7,28,8,2623.696235
16,2011,7,28,9,2484.44099
16,2011,7,28,10,2347.927608
16,2011,7,28,11,2216.355436
16,2011,7,28,12,2091.77995
16,2011,7,28,13,1975.681147
16,2011,7,28,14,1869.39516
16,2011,7,28,15,1773.672401
16,2011,7,28,16,1686.920423
