code,target,totpop,region,proplive,sub,bus,numpark,totrent,a15,a20,a30,a40,a50,a60,a70,a80,a100,proprent,numpark_fam,type,pub10,pub50,pub99,gukmin,forever,sanga,happy,A,C,D,E,FMO,G,HI,J,K,L,N,fee_deposit,fee_rent
C2133,328,355,4,0.971830986,0,3,330,355,0,0,0.36056338,0.402816901,0.236619718,0,0,0,0,1,0.929577465,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26217000,142310
C2096,525,492,4,0.977642276,0,2,347,492,0,0,0.504065041,0.495934959,0,0,0,0,0,1,0.705284553,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13022000,81540
C2010,690,861,4,0.982578397,0,3,608,861,0,0,0.578397213,0.421602787,0,0,0,0,0,1,0.706155633,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16140000,85760
C1879,713,711,4,0.983122363,0,2,573,711,0,0,0,0.499296765,0.500703235,0,0,0,0,1,0.805907173,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19819000,110850
C1131,1019,901,4,0.988901221,0,7,668,901,0,0,0,0,1,0,0,0,0,1,0.741398446,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20645000,187660
C1468,810,815,4,0.979141104,0,1,574,815,0,0,0.617177914,0.382822086,0,0,0,0,0,1,0.704294479,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16852000,95960
C1213,148,312,11,0.974358974,0,6,224,312,0,0,0.567307692,0.432692308,0,0,0,0,0,1,0.717948718,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15847500,91730
C1173,609,571,13,0.987740806,0,2,483,571,0,0,0.171628722,0.702276708,0.126094571,0,0,0,0,1,0.845884413,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18726000,149810
C2492,585,594,3,0.961279461,0,5,480,594,0,0,0.202020202,0,0.797979798,0,0,0,0,1,0.808080808,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18101000,127320
C2032,1162,944,2,0.975635593,0,1,958,944,0,0,0,0,1,0,0,0,0,1,1.014830508,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31210000,187260
C2094,318,410,2,0.96097561,0,15,402,410,0,0,0.543902439,0.456097561,0,0,0,0,0,1,0.980487805,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14742000,107060
C1880,761,635,2,0.976377953,0,15,508,635,0,0,0,0,1,0,0,0,0,1,0.8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22628000,131980
C2089,572,962,2,0.971933472,0,1,873,962,0,0,0.491683992,0.134095634,0.374220374,0,0,0,0,1,0.907484407,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16722000,130060
C1744,979,822,1,0.984184915,0,2,827,822,0,0,0,0,1,0,0,0,0,1,1.006082725,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28214000,194210
C2046,1306,1129,1,0.991142604,0,4,1137,1129,0,0,0,0.395039858,0.604960142,0,0,0,0,1,1.007085917,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23970000,200055
C2071,1398,1479,1,0.985801217,0,3,1488,1479,0,0,0.179851251,0.53617309,0.283975659,0,0,0,0,1,1.006085193,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21555000,179620
C2635,442,330,1,0.996969697,0,3,259,330,0,0,0,0,1,0,0,0,0,1,0.784848485,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35455000,296720
C2390,422,386,1,0.989637306,0,4,299,386,0,0,0,0,1,0,0,0,0,1,0.774611399,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32146500,269150
C2561,441,456,1,0.984649123,1,4,399,456,0,0,0.263157895,0.263157895,0.473684211,0,0,0,0,1,0.875,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18301000,207140
C1663,700,642,6,0.995327103,1,5,567,642,0,0,0,0,1,0,0,0,0,1,0.88317757,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17362000,231540
C2490,340,302,5,0.986754967,0,2,217,302,0,0,0,0,1,0,0,0,0,1,0.718543046,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24639000,216870
C1585,718,705,5,0.982978723,1,3,502,705,0,0,0.417021277,0.582978723,0,0,0,0,0,1,0.712056738,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21657500,181760
C2276,1159,1072,6,0.983208955,0,4,894,1072,0,0,0,0,1,0,0,0,0,1,0.833955224,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17704000,165640
C1155,373,375,6,0.976,1,10,454,375,0,0,0,0,1,0,0,0,0,1,1.210666667,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33448000,192000
C1693,1087,853,6,0.976553341,0,6,862,853,0,0,0,0.146541618,0.853458382,0,0,0,0,1,1.010550996,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31210000,187260
C1889,808,1018,1,0.986247544,0,2,788,1018,0,0,0.173870334,0.176817289,0.649312377,0,0,0,0,1,0.774066798,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16652000,113375
C2518,305,341,0,0.967741935,0,2,240,341,0,0,0,0,1,0,0,0,0,1,0.703812317,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21419500,181735
C1962,401,416,0,0.978365385,0,3,296,416,0,0,0,0,1,0,0,0,0,1,0.711538462,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20970000,200800
C1666,465,708,10,0.971751412,0,4,638,708,0,0,0.394067797,0.394067797,0.211864407,0,0,0,0,1,0.901129944,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17989000,124030
C1537,669,662,13,0.974320242,0,3,546,662,0,0,0,0,1,0,0,0,0,1,0.824773414,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26642000,118820
C1329,554,1002,7,0.97005988,0,2,775,1002,0,0,0.385229541,0.506986028,0.107784431,0,0,0,0,1,0.773453094,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19343000,144180
C1762,460,462,11,0.991341991,0,2,325,462,0,0,0,0,1,0,0,0,0,1,0.703463203,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18726000,104840
C2008,548,781,1,0.991037132,2,5,663,781,0,0,0.340588988,0.317541613,0.341869398,0,0,0,0,1,0.848911652,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23473000,238740
C1319,398,496,2,0.967741935,0,1,428,496,0,0.165322581,0.411290323,0.165322581,0.258064516,0,0,0,0,1,0.862903226,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13731000,122955
C1141,620,630,2,0.955555556,0,2,637,630,0,0,0.3,0.252380952,0.447619048,0,0,0,0,1,1.011111111,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13909000,98630
C1929,413,492,13,0.961382114,0,4,426,492,0,0,0.365853659,0.300813008,0.333333333,0,0,0,0,1,0.865853659,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17962000,148630
C1681,520,534,1,0.983146067,0,7,465,534,0,0,0.421348315,0.411985019,0.166666667,0,0,0,0,1,0.870786517,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34810000,257660
C1184,488,458,1,0.991266376,0,3,403,458,0,0,0.441048035,0.454148472,0.104803493,0,0,0,0,1,0.879912664,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34810000,257660
C2383,832,762,1,0.981627297,0,3,661,762,0,0,0.364829396,0.380577428,0.254593176,0,0,0,0,1,0.867454068,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34810000,257660
C1579,1158,1005,1,0.988059701,0,2,882,1005,0,0,0.347263682,0.342288557,0.310447761,0,0,0,0,1,0.87761194,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34810000,257660
C2173,745,775,1,0.99483871,1,2,665,775,0,0,0.317419355,0.433548387,0.249032258,0,0,0,0,1,0.858064516,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40880000,277480
C1911,831,890,7,0.976404494,1,2,985,890,0,0,0,0,1,0,0,0,0,1,1.106741573,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28491000,235360
C1638,413,494,11,0.979757085,0,6,358,494,0,0,0,0.143724696,0.856275304,0,0,0,0,1,0.724696356,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20122000,98640
C2412,487,571,10,0.982486865,0,2,492,571,0,0,0.567425569,0.30647986,0.126094571,0,0,0,0,1,0.861646235,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22895000,138570
C1871,408,550,10,0.972727273,0,4,385,550,0,0,0.394545455,0.605454545,0,0,0,0,0,1,0.7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12972000,78885
C1309,446,383,10,0.960835509,0,4,385,383,0,0,0.227154047,0.537859008,0.234986945,0,0,0,0,1,1.005221932,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18726000,100690
C1527,1150,996,3,0.976907631,0,4,834,996,0,0,0,0.345381526,0.654618474,0,0,0,0,1,0.837349398,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19204000,154270
C2208,840,882,1,0.98185941,0,2,755,882,0,0,0.348072562,0.495464853,0.156462585,0,0,0,0,1,0.85600907,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31958000,217210
C1940,709,615,1,0.97398374,0,2,527,615,0,0,0.185365854,0.606504065,0.208130081,0,0,0,0,1,0.856910569,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31711000,215550
C2596,480,470,1,0.968085106,1,7,405,470,0,0,0.238297872,0.610638298,0.15106383,0,0,0,0,1,0.861702128,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31958000,217210
C2227,505,477,1,0.981132075,0,8,413,477,0,0,0.392033543,0.368972746,0.238993711,0,0,0,0,1,0.865828092,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31711000,215550
C2563,449,496,1,0.981854839,0,2,425,496,0,0,0.584677419,0.415322581,0,0,0,0,0,1,0.856854839,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14614500,171570
C2358,1010,1260,2,0.980952381,0,8,941,1260,0,0,0.43968254,0.56031746,0,0,0,0,0,1,0.746825397,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20121000,127200
C1492,296,390,1,0.961538462,0,2,334,390,0,0,0.705128205,0.294871795,0,0,0,0,0,1,0.856410256,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13979000,78780
C1601,308,330,1,0.960606061,0,4,335,330,0,0,0,0.372727273,0.627272727,0,0,0,0,1,1.015151515,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22793000,155340
C1687,349,773,1,0.966364812,0,3,779,773,0,0,0.450194049,0.549805951,0,0,0,0,0,1,1.007761966,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22173000,151110
C1236,657,1124,1,0.974199288,0,2,1129,1124,0,0,0.225978648,0.774021352,0,0,0,0,0,1,1.004448399,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22173000,151110
C1487,505,550,1,0.972727273,0,8,448,550,0,0,0,0,1,0,0,0,0,1,0.814545455,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25592500,141510
C1379,294,324,1,0.969135802,0,2,270,324,0,0,0.62962963,0.37037037,0,0,0,0,0,1,0.833333333,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19819000,136250
C1386,1145,1497,10,0.98997996,0,5,1100,1497,0,0,0.561790247,0.438209753,0,0,0,0,0,1,0.734802939,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12392000,73320
C1656,257,531,10,0.986817326,0,2,480,531,0,0,0.195856874,0.472693032,0.331450094,0,0,0,0,1,0.903954802,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16102000,113950
C2526,321,355,3,0.954929577,0,2,291,355,0,0,0.25915493,0,0.74084507,0,0,0,0,1,0.81971831,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17228000,117330
C1022,450,389,1,0.989717224,0,4,352,389,0,0,0,1,0,0,0,0,0,1,0.904884319,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24665000,221980
C1896,845,712,1,0.995786517,0,2,658,712,0,0,0.353932584,0.446629213,0.199438202,0,0,0,0,1,0.924157303,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24665000,221980
C1269,643,561,1,0.998217469,0,3,572,561,0,0,0.272727273,0.278074866,0.449197861,0,0,0,0,1,1.019607843,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19953000,193180
C1916,752,816,1,0.99754902,1,4,822,816,0,0,0.341911765,0.335784314,0.322303922,0,0,0,0,1,1.007352941,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20971000,202070
C2070,735,898,1,0.993318486,0,3,909,898,0,0,0.269487751,0.260579065,0.469933185,0,0,0,0,1,1.012249443,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21420000,206410
C1967,639,581,1,0.989672978,0,3,530,581,0,0,0.409638554,0.590361446,0,0,0,0,0,1,0.91222031,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17395000,201730
C2021,902,851,1,0.991774383,0,3,771,851,0,0,0.26439483,0.407755582,0.327849589,0,0,0,0,1,0.905992949,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15729000,188260
C1143,632,693,1,0.995670996,1,11,717,693,0,0,0.656565657,0.343434343,0,0,0,0,0,1,1.034632035,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15250000,165200
C2188,125,136,1,0.977941176,0,2,136,136,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19221000,175780
C2651,282,225,1,0.977777778,0,2,277,225,0,0,0.502222222,0.497777778,0,0,0,0,0,1,1.231111111,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20779500,193180
C2657,782,866,1,0.991916859,0,4,692,866,0,0,0.27482679,0.535796767,0.189376443,0,0,0,0,1,0.799076212,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34082000,232200
C2527,375,383,1,0.979112272,0,3,317,383,0,0,0.347258486,0.339425587,0.313315927,0,0,0,0,1,0.82767624,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34082000,232200
C2262,540,720,9,0.958333333,0,4,581,720,0,0,0.344444444,0.259722222,0.395833333,0,0,0,0,1,0.806944444,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24775000,185810
C1084,226,280,3,0.992857143,0,2,280,280,0,0,0.342857143,0.485714286,0.171428571,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16104000,109840
C2530,302,307,0,0.938110749,0,5,296,307,0,0,0.172638436,0.146579805,0.680781759,0,0,0,0,1,0.964169381,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28491000,222970
C1046,156,232,0,0.961206897,0,4,195,232,0,0,0.75,0,0.25,0,0,0,0,1,0.840517241,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13625000,161020
C1761,730,602,0,0.970099668,0,2,715,602,0,0,0.249169435,0.392026578,0.358803987,0,0,0,0,1,1.187707641,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19661000,212840
C1102,417,522,0,0.959770115,0,7,525,522,0,0,0.344827586,0.482758621,0.172413793,0,0,0,0,1,1.005747126,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17342000,208110
C2420,505,457,5,0.993435449,1,8,537,457,0,0,0.260393873,0.170678337,0.56892779,0,0,0,0,1,1.175054705,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25468000,174770
C1122,1077,808,5,0.991336634,2,2,728,808,0,0,0.271039604,0.728960396,0,0,0,0,0,1,0.900990099,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24093000,164770
C2042,757,712,5,0.981741573,2,7,641,712,0,0,0.181179775,0.818820225,0,0,0,0,0,1,0.900280899,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24093000,164770
C1375,754,757,2,0.972258917,0,12,761,757,0,0,0,0.435931308,0.564068692,0,0,0,0,1,1.005284016,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22471000,137310
C1410,815,356,14,0.971910112,0,3,550,356,0,0,0.584269663,0,0.415730337,0,0,0,0,1,1.54494382,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9154000,76260
C1641,268,283,2,0.971731449,0,1,227,283,0,0,0.318021201,0.303886926,0.378091873,0,0,0,0,1,0.802120141,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12980000,114225
C1706,362,467,1,0.985010707,1,5,403,467,0,0,0.34261242,0,0.65738758,0,0,0,0,1,0.862955032,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29086000,249130
C1307,504,506,1,0.982213439,0,3,436,506,0,0,0.306324111,0.324110672,0.369565217,0,0,0,0,1,0.861660079,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31834000,240930
C2601,281,243,1,0.971193416,0,3,214,243,0,0,0,0,1,0,0,0,0,1,0.880658436,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41697000,284650
C1085,521,525,1,0.992380952,0,2,422,525,0,0,0.514285714,0.485714286,0,0,0,0,0,1,0.803809524,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15776000,133610
C2385,552,445,1,0.991011236,0,4,404,445,0,0,0,0.539325843,0.460674157,0,0,0,0,1,0.907865169,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27996000,191380
C1059,246,514,11,0.986381323,0,8,362,514,0,0,0.498054475,0.501945525,0,0,0,0,0,1,0.704280156,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16954000,103410
C2162,347,374,11,0.981283422,0,1,281,374,0,0,0,0,1,0,0,0,0,1,0.751336898,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18425000,102350
C1819,272,330,10,0.954545455,0,1,253,330,0,0,0,0,1,0,0,0,0,1,0.766666667,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16213000,110960
C2325,293,378,11,0.992063492,0,1,265,378,0,0,0.312169312,0.465608466,0.222222222,0,0,0,0,1,0.701058201,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15360000,85460
C2394,254,277,13,0.927797834,0,2,222,277,0,0,0.310469314,0.368231047,0.321299639,0,0,0,0,1,0.801444043,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,65856600,42300
C1133,842,856,11,0.988317757,0,3,777,856,0,0,0.41588785,0.455607477,0.128504673,0,0,0,0,1,0.90771028,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22297000,130055
C1281,484,646,11,0.99380805,0,3,583,646,0,0,0.670278638,0.329721362,0,0,0,0,0,1,0.90247678,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17342000,105280
C1194,585,511,12,0.994129159,0,4,413,511,0,0,0,0,1,0,0,0,0,1,0.808219178,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18968000,209910
C2308,244,285,0,0.989473684,0,1,200,285,0,0,0,0,1,0,0,0,0,1,0.701754386,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12646000,187150
C2036,258,256,0,0.9921875,0,1,199,256,0,0,0,0.6796875,0.3203125,0,0,0,0,1,0.77734375,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17477000,106090
C1394,271,466,11,1,0,1,329,466,0,0,0.525751073,0.474248927,0,0,0,0,0,1,0.706008584,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12558000,93255
C1180,311,314,11,0.952229299,0,1,241,314,0,0,0,0,1,0,0,0,0,1,0.767515924,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16789000,93530
C2503,327,382,12,0.981675393,0,2,306,382,0,0,0.596858639,0.403141361,0,0,0,0,0,1,0.80104712,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15249500,123895
C1907,207,212,12,0.966981132,0,3,163,212,0,0,0.514150943,0.485849057,0,0,0,0,0,1,0.768867925,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12386000,103725
C2181,683,872,14,0.982798165,0,6,733,872,0,0,0.621559633,0.154816514,0.223623853,0,0,0,0,1,0.84059633,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14863000,133780
C1768,670,508,14,0.992125984,0,1,370,508,0,0,0,0,1,0,0,0,0,1,0.728346457,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15728500,149175
C1783,570,594,5,0.973063973,1,6,596,594,0,0,0.303030303,0.353535354,0.343434343,0,0,0,0,1,1.003367003,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23496000,160960
C2192,324,514,14,0.968871595,0,2,442,514,0,0,0.684824903,0.315175097,0,0,0,0,0,1,0.859922179,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11147000,100320
C2346,553,558,14,0.978494624,0,3,449,558,0,0,0,0.347670251,0.652329749,0,0,0,0,1,0.804659498,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16168000,141080
C2680,590,758,2,0.974934037,0,7,564,758,0,0,0.64116095,0.35883905,0,0,0,0,0,1,0.744063325,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25293000,145410
C2631,638,812,2,0.997536946,0,3,612,812,0,0,0.396551724,0.251231527,0.352216749,0,0,0,0,1,0.753694581,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20525000,102620
C2141,495,504,2,0.996031746,0,6,445,504,0,0,0.238095238,0.761904762,0,0,0,0,0,1,0.882936508,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27872000,216780
C1569,528,631,2,0.987321712,0,3,442,631,0,0,0.621236133,0.378763867,0,0,0,0,0,1,0.700475436,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12571000,87980
