code,tot_pop,region,num_empty,sub,bus,num_park,type_new,prop_type_im1,prop_type_im2,prop_type_im3,prop_type_im4,prop_type_im5,prop_type_im6,prop_type_im7,prop_type_im8,prop_type_im9,prop_type_im10,prop_areaL21,prop_areaL29,prop_areaL36,prop_areaL39,prop_areaL46,prop_areaL59,prop_areaU59,prop_type_qual1,prop_type_qual2,prop_type_qual3,prop_type_qual4,prop_type_qual5,prop_type_qual6,prop_type_qual7,prop_type_qual8,prop_type_qual9,prop_type_qual10,prop_type_qual11,prop_type_qual12,prop_type_qual13,prop_type_qual14,Mlog_fee_deposit,Mlog_fee_rent,target
C1689,1117,2,4,1,3,985,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0.2,0.5,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.57459215,12.58440634,960
C1234,307,1,1,0,2,219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.98208174,11.94040786,311
C2514,501,3,10,0,1,405,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.54802938,11.91474833,648
C1368,896,4,29,0,10,900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.25,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.84753976,12.07656573,861
C1057,521,4,24,0,4,521,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.25,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.84753976,12.07656573,521
C2336,458,4,13,0,2,399,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.428571429,0.428571429,0.142857143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.80053571,11.80783138,562
C1026,290,4,10,0,2,205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.99830318,11.59486967,422
C2256,409,3,7,0,1,316,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0,0.2,0.2,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.56214024,11.82561717,344
C1900,586,13,2,0,2,472,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.375,0.375,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67639629,11.57204307,596
C2666,1084,8,23,0,1,837,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.74754333,11.79000736,701
C2361,1174,2,9,0,4,1026,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.272727273,0.454545455,0.272727273,0,0.545454545,0,0,0,0,0,0,0.454545455,0,0,0,0,0,0,17.43862407,12.46712836,1117
C1642,270,12,14,0,6,222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.285714286,0.714285714,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67639629,11.58245153,297
C1013,1308,5,16,0,6,1119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0.6,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.02089579,11.820116,1665
C2232,355,5,13,0,3,354,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.25,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.91374863,11.70659354,248
C1973,384,5,15,0,3,384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.80215163,11.60923515,457
C2458,853,5,28,0,3,853,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.571428571,0.428571429,0,0.428571429,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,18.1732445,10.613246,910
C2574,996,5,14,0,6,895,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.444444444,0.222222222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.08191861,11.86576306,826
C2133,355,5,10,0,3,330,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.08191861,11.86576306,328
C2096,492,5,11,0,2,347,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.714285714,0.285714286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.38215079,11.30884898,525
C2010,861,5,15,0,3,608,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.59681122,11.35930798,690
C1879,711,5,12,0,2,573,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.80215163,11.61593322,713
C1131,901,5,10,0,7,668,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.84060594,12.1111251,1019
C1468,815,5,17,0,1,574,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6399799,11.47168672,810
C1213,312,13,8,0,6,224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.57158298,11.42039622,148
C1173,571,15,7,0,2,483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.222222222,0.555555556,0.222222222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.74542349,11.9171231,609
C2492,594,4,23,0,5,480,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4,0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.71147774,11.75445888,585
C2032,944,3,23,0,1,958,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.25624911,12.1402533,1162
C2094,410,3,16,0,15,402,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.571428571,0.428571429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.50621112,11.5811447,318
C1880,635,3,15,0,15,508,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.93469864,11.79040567,761
C2089,962,3,27,0,1,873,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.166666667,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.61478427,11.77461731,572
C1744,822,2,13,0,2,827,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.15532887,12.17669533,979
C2046,1129,2,10,0,4,1137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9872123,12.2011032,1306
C2071,1479,2,21,0,3,1488,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.222222222,0.555555556,0.222222222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.88611837,12.09859879,1398
C2635,330,2,1,0,3,259,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.38377484,12.60054421,442
C2390,386,2,4,0,4,299,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28048968,12.497556,422
C2561,456,2,7,1,4,399,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.5,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.72246626,12.24115017,441
C1663,642,7,3,1,5,567,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66979447,12.35250792,700
C2490,302,6,4,0,2,217,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.01812319,12.28379823,340
C2066,757,6,22,0,2,660,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.67367043,11.85138238,503
C1585,705,6,12,1,3,502,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.88388503,12.10507589,718
C2276,1072,7,18,0,4,894,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.68930116,12.01757204,1159
C1155,375,7,9,1,10,454,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.32550255,12.16525065,373
C1693,853,7,20,0,6,862,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.25624911,12.1402533,1087
C1889,1018,2,14,0,2,788,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.25,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.62636936,11.63046607,808
C2518,341,1,11,0,2,240,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.87566171,12.10774576,305
C1962,416,1,9,0,3,296,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.85445559,12.20878297,401
C1666,708,12,20,0,4,638,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.444444444,0.222222222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.70527102,11.72827875,465
C1537,662,15,17,0,3,546,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.09799948,11.68536502,669
C1329,1002,8,30,0,2,775,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.375,0.375,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77784115,11.8788178,554
C1762,462,13,4,0,2,325,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.74542349,11.56019066,460
C2008,781,2,7,2,5,663,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4,0.3,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.97136138,12.38313037,548
C1319,496,3,16,0,1,428,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0,0.333333333,0.166666667,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.39649541,11.70159856,398
C1141,630,3,28,0,2,637,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.44804667,11.49913075,620
C2340,512,9,15,0,3,362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.29533426,12.54859795,382
C1929,492,15,19,0,4,426,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.166666667,0.5,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.70376897,11.90921528,413
C1681,534,2,9,0,7,465,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.375,0.375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36541526,12.45939617,520
C1184,458,2,4,0,3,403,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.285714286,0.428571429,0.285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36541526,12.45939617,488
C2383,762,2,14,0,3,661,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.222222222,0.333333333,0.444444444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36541526,12.45939617,832
C1579,1005,2,12,0,2,882,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36541526,12.45939617,1158
C2173,775,2,4,1,2,665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.5,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5261515,12.53350414,745
C1911,890,8,21,1,2,985,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.16509881,12.36887154,831
C1638,494,13,10,0,6,358,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8173243,11.49923214,413
C2412,571,12,10,0,2,492,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4,0.4,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9464291,11.83913089,487
C1871,550,12,15,0,4,385,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.37154594,11.26837189,408
C1309,383,12,15,0,4,385,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.142857143,0.571428571,0.285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.74542349,11.51980177,446
C1527,996,4,23,0,4,834,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77062915,11.94645959,1150
C2208,882,2,16,0,2,755,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.5,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2799331,12.28861991,840
C1940,615,2,16,0,2,527,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.166666667,0.666666667,0.166666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.27217418,12.28094818,709
C2596,470,2,15,1,7,405,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.142857143,0.571428571,0.285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2799331,12.28861991,480
C2227,477,2,9,0,8,413,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.285714286,0.428571429,0.285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.27217418,12.28094818,505
C2563,496,2,9,0,2,425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.48895164,12.04653099,449
C2358,1260,3,24,0,8,941,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.79110091,11.70431418,1010
C1492,390,2,15,0,2,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.428571429,0.571428571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.45306676,11.27441444,296
C1601,330,2,13,0,4,335,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.666666667,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.94196403,11.95337154,308
C1687,773,2,26,0,3,779,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.272727273,0.727272727,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.91438589,11.92576333,349
C1236,1124,2,29,0,2,1129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.91438589,11.92576333,657
C1487,550,2,15,0,8,448,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.05512608,11.85810361,505
C1379,324,2,10,0,2,270,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.80215163,11.82224671,294
C1386,1497,12,15,0,5,1100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.538461538,0.461538462,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.33256166,11.2025887,1145
C1656,531,12,7,0,2,480,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.375,0.5,0.125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.59445405,11.64351503,257
C2526,355,4,16,0,2,291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4,0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66204653,11.67274576,321
C1022,389,2,4,0,4,352,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.02089579,12.31034257,450
C1896,712,2,3,0,2,658,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.5,0.166666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.02089579,12.31034257,845
C1269,561,2,1,0,3,572,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.5,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.80889007,12.17137768,643
C1916,816,2,2,1,4,822,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.5,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.85865109,12.21636945,752
C2070,898,2,6,0,3,909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0.4,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.87983562,12.23761976,735
C1967,581,2,6,0,3,530,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67169337,12.21468545,639
C2021,851,2,7,0,3,771,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.083333333,0.666666667,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5710167,12.14557927,902
C1143,693,2,3,1,11,717,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.666666667,0.333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.54009006,12.01491214,632
C2188,136,2,3,0,2,136,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77151399,12.07698849,125
C2651,225,2,5,0,2,277,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.84699793,12.16770328,282
C2657,866,2,7,0,4,692,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.142857143,0.571428571,0.285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.34427994,12.35535435,782
C2527,383,2,8,0,3,317,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0.4,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.34427994,12.35535435,375
C2262,720,11,30,0,4,581,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.375,0.375,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.02534564,12.13247993,540
C1084,280,4,2,0,2,280,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.59457825,11.60678004,226
C2530,307,1,19,0,5,296,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.16509881,12.31479251,302
C1046,232,1,9,0,4,195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4274169,11.98928386,156
C1761,602,1,18,0,2,715,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.166666667,0.5,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.79402161,12.26825739,730
C1102,522,1,21,0,7,525,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66864186,12.24582207,417
C2420,457,6,3,1,8,537,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.285714286,0.285714286,0.428571429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.05293332,12.0712261,505
C1122,808,6,7,2,2,728,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.428571429,0.571428571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9974319,12.01230584,1077
C2042,712,6,13,2,7,641,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9974319,12.01230584,757
C1375,757,3,21,0,12,761,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.571428571,0.428571429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.92773615,11.82999642,754
C1410,356,16,10,0,3,550,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0297015,11.24190383,815
C1641,283,3,8,0,1,227,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.25,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3738951,11.64177534,268
C1706,467,2,7,1,5,403,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4,0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.18576752,12.42573013,362
C1307,506,2,9,0,3,436,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.375,0.375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.27604546,12.39226171,504
C2601,243,2,7,0,3,214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54593974,12.55901563,281
C1085,525,2,4,0,2,422,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.56727144,11.7884513,521
C2385,445,2,4,0,4,404,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.14190161,12.15628002,552
C1059,514,13,7,0,8,362,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.63867904,11.54232606,246
C2162,374,13,7,0,1,281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.729219,11.53615359,347
