"code","tot_pop","region","num_empty","sub","bus","num_park","type_new","prop_type_im1","prop_type_im2","prop_type_im3","prop_type_im4","prop_type_im5","prop_type_im6","prop_type_im7","prop_type_im8","prop_type_im9","prop_type_im10","prop_type_qual1","prop_type_qual2","prop_type_qual3","prop_type_qual4","prop_type_qual5","prop_type_qual6","prop_type_qual7","prop_type_qual8","prop_type_qual9","prop_type_qual10","prop_type_qual11","prop_type_qual12","prop_type_qual13","prop_type_qual14","prop_areaL21","prop_areaL29","prop_areaL36","prop_areaL39","prop_areaL46","prop_areaL59","prop_areaU59","M_fee_deposit","M_fee_rent","target"
"C1357",0.346970889063729,0.466666666666667,27,0,0.0666666666666667,0.553501400560224,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.392990252858347,0.539084876716238,995
"C1360",0.164044059795437,0.2,22,0,0.133333333333333,0.195518207282913,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0.5,0.333333333,0,0.0800179656289152,0.107637579377618,375
"C1363",1,0.0666666666666667,11,0,0.4,1,0,0,0,0,0,0,0.785714286,0.214285714,0,0,0,0,0,0,0,0,0,0,0.785714286,0.214285714,0,0,0,0,0,0.071428571,0.5,0,0.214285714,0.214285714,0,0,0.0971168317455815,0.157114171261989,2550
"C1365",0.333988985051141,0.0666666666666667,5,0,0.133333333333333,0.49859943977591,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2,0.1,0.7,0,0.364785003427653,0.325975720386924,945
"C1368",0.342250196695515,0.2,29,0,0.666666666666667,0.496918767507003,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0,0.108120779456146,0.158515702243469,861
"C1375",0.28756884343037,0.133333333333333,21,0,0.8,0.419047619047619,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0.428571429,0,0.120913410396426,0.118431916173158,754
"C1379",0.117230527143981,0.0666666666666667,10,0,0.133333333333333,0.143977591036415,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0,0,0.10001654728979,0.117351463198345,294
"C1386",0.5786782061369,0.733333333333333,15,0,0.333333333333333,0.608963585434174,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538461538,0.461538462,0,0,0.0414942990646841,0.0532072125332545,1145
"C1394",0.17309205350118,0.8,0,0,0.0666666666666667,0.17703081232493,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.0428023229243001,0.0735268635265577,271
"C1402",0.125098347757671,1,16,0,0.133333333333333,0.185434173669468,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0.298434311199363,0.467734208568196,498
"C1406",0.637686860739575,0.4,13,0,0.133333333333333,0.968067226890756,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.214285714,0.214285714,0.285714286,0,0.187878716245499,0.139444687942756,1350
"C1407",0.468135326514555,0.4,13,0.333333333333333,0.0666666666666667,0.712605042016807,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272727273,0,0.545454545,0.181818182,0,0.161619743280618,0.146258676750894,1064
"C1410",0.129819040125885,1,10,0,0.2,0.300840336134454,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0.333333333,0,0.0159799541403683,0.0562039405954723,815
"C1424",0.235641227380016,0.4,2,0,0.466666666666667,0.282352941176471,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.666666667,0,0,0.10280594756873,0.207915846983396,179
"C1424",0.235641227380016,0.4,2,0,0.466666666666667,0.282352941176471,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.666666667,0,0,0.10280594756873,0.207915846983396,179
"C1426",0.136900078678206,0.2,2,0,0.133333333333333,0.172549019607843,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.6,0,0.2,0,0.022520073438448,0.126086823570184,262
"C1428",0.137293469708891,0,6,0,0.133333333333333,0.194397759103641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.571428571,0.285714286,0,0.111063833140282,0.150244121214592,333
"C1430",0.592840283241542,0.466666666666667,32,0,0.2,0.718767507002801,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.194698563537653,0.168051209393825,839
"C1439",0.680173092053501,0.466666666666667,29,0.333333333333333,0.2,0.143977591036415,1,0,0,0,0,0,0,0.0625,0.9375,0,0,0,0,0.0625,0.9375,0,0,0,0,0,0,0,0,0,0,0.458333333,0.166666667,0.25,0,0.0625,0,0.0625,0.0884216249438574,0.124236802674631,172
"C1448",0.428796223446105,0.266666666666667,25,0,0.133333333333333,0.580952380952381,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,0.555555556,0,0.197637677390886,0.157766520227914,1284
"C1451",0.626278520849725,0.0666666666666667,38,0,0.2,0.766946778711485,0,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,0,0.4,0,0,0.2,0.4,0,0,0,0,0,0.4,0.2,0.2,0,0.2,0,0,0.0698610815623793,0.0599855260073185,1044
"C1455",0.159716758457907,0,2,0,0.333333333333333,0.188235294117647,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0,0.00315974438377105,0.150539716839777,420
"C1465",0.328481510621558,1,26,0,0.266666666666667,0.447619047619048,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.105875075841745,0.13692702865239,557
"C1468",0.310385523210071,0.266666666666667,17,0,0.0666666666666667,0.314285714285714,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0,0,0.0766375907146065,0.0762840572028499,810
"C1470",0.263571990558615,0.8,14,0,0.133333333333333,0.35406162464986,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0.25,0,0.0763972610295566,0.0978778272702254,553
"C1476",0.167977970102282,0.133333333333333,6,0,0.333333333333333,0.0526610644257703,1,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0.125,0.75,0,0,0,0.125,0.097396559739656,0.125760649087221,70
"C1487",0.206136900078678,0.0666666666666667,15,0,0.533333333333333,0.243697478991597,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.145509774720469,0.12271295626204,505
"C1490",0.284421715184894,1,24,0,0.2,0.417927170868347,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.190817830098732,0.379819992457215,899
"C1492",0.143194335169158,0.0666666666666667,15,0,0.133333333333333,0.179831932773109,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0.571428571,0,0,0.0539993223490848,0.0587725646488018,296
"C1497",0.305271439811172,0.466666666666667,7,0.333333333333333,0.933333333333333,0.202801120448179,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0482826277096187,0.150300182453851,382
"C1516",0.169158143194335,0.733333333333333,8,0,0.0666666666666667,0.198319327731092,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0,0,0.00728080750774177,0.0453688319895624,475
"C1519",0.154996066089693,0.866666666666667,0,0,0,0.212885154061625,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.0657636574238234,0.0746684742169264,235
"C1527",0.381589299763965,0.2,23,0,0.266666666666667,0.459943977591036,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0.0951705552797674,0.135719163770169,1150
"C1537",0.250196695515342,0.933333333333333,17,0,0.2,0.29859943977591,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.153779479784728,0.0995851468294821,669
"C1544",0.163650668764752,0.333333333333333,10,0,0.133333333333333,0.291316526610644,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.361471605638686,0.477927161160773,713
"C1565",0.391030684500393,0.333333333333333,42,0,0.2,0.395518207282913,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.75,0,0,0.25,0,0,0,0.0678754067875407,0.0586910210280612,588
"C1566",0.171518489378442,0.733333333333333,13,0,0.4,0.20952380952381,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.333333333,0.166666667,0,0.0620838553609279,0.0861151599783909,284
"C1569",0.238001573564123,0.133333333333333,8,0,0.2,0.240336134453782,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0.285714286,0,0,0.042904758527764,0.0681500810339731,528
"C1572",0.35837922895358,0.133333333333333,32,0,0.2,0.424089635854342,0,0,0,0,0,0,1,0,0,0,0,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.166666667,0.166666667,0,0.0404069057356058,0.07399064286952,479
"C1579",0.385129819040126,0.0666666666666667,12,0,0.133333333333333,0.486834733893557,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0.218140557407276,0.241104100624828,1158
"C1584",0.472462627852085,0.0666666666666667,40,0,0.2,0.472829131652661,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0.28015349581196,0.177235059679737,507
"C1585",0.267112509834776,0.333333333333333,12,0.333333333333333,0.2,0.273949579831933,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.114503305518127,0.163739590447165,718
"C1592",0.332022029897718,0,13,0,0.333333333333333,0.420168067226891,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.428571429,0.285714286,0.142857143,0,0.0414549007556596,0.153984934816068,739
"C1601",0.119590873328088,0.0666666666666667,13,0,0.266666666666667,0.180392156862745,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.333333333,0,0.123450661497609,0.136809809697575,308
"C1613",0.320220298977183,0.466666666666667,7,0.333333333333333,0.0666666666666667,0.325490196078431,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.104161249399176,0.24107352176705,498
"C1616",0.582612116443745,0.4,1,0,0.133333333333333,0.220728291316527,1,0,0,0,0,0,0,0.136363636,0.863636364,0,0,0,0,0.090909091,0.863636364,0.045454545,0,0,0,0,0,0,0,0,0,0,0.045454545,0.045454545,0.590909091,0.045454545,0.136363636,0.136363636,0.115236114065984,0.121734432813153,98
"C1616",0.582612116443745,0.4,1,0,0.133333333333333,0.220728291316527,1,0,0,0,0,0,0,0.136363636,0.863636364,0,0,0,0,0.090909091,0.863636364,0.045454545,0,0,0,0,0,0,0,0,0,0,0.045454545,0.045454545,0.590909091,0.045454545,0.136363636,0.136363636,0.115236114065984,0.121734432813153,98
"C1620",0.474429583005507,0.266666666666667,22,0,0.266666666666667,0.654341736694678,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0.142677036301602,0.122977973029447,1101
"C1636",0.238394964594807,0.0666666666666667,7,0,1,0.412885154061625,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.570282643468942,0.620628497456858,946
"C1638",0.184107002360346,0.8,10,0,0.4,0.19327731092437,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0.10240408481668,0.0790157684976607,413
"C1641",0.101101494885917,0.133333333333333,8,0,0.0666666666666667,0.119887955182073,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0,0.0461275402059744,0.0949014851131927,268
"C1642",0.0959874114870181,0.733333333333333,14,0,0.4,0.117086834733894,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.714285714,0,0,0.0815623793426786,0.0877409359169071,297
"C1652",0.339889850511408,0.533333333333333,20,0.333333333333333,0.533333333333333,0.2296918767507,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.083333333,0.5,0,0.333333333,0.083333333,0,0,0.492273991600281,0.214948984272274,509
"C1655",0.185680566483084,0,23,0,0.4,0.217927170868347,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0,0.101230015207747,0.113345632829462,236
"C1656",0.198662470495673,0.733333333333333,7,0,0.133333333333333,0.261624649859944,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.5,0.125,0,0.07072784436092,0.0946211789168969,257
"C1659",0.344610542879622,0.266666666666667,32,0,0.133333333333333,0.348459383753501,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.230769231,0.769230769,0.153846154,0.461538462,0,0.230769231,0.153846154,0,0,0.127997226359045,0.11345775530798,416
"C1660",0.272226593233674,0.133333333333333,13,0,0.2,0.300840336134454,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0.25,0,0.055843163211435,0.0750507099391481,512
"C1663",0.242328874901652,0.4,3,0.333333333333333,0.333333333333333,0.310364145658263,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0806562182351133,0.214480108453016,700
"C1666",0.268292682926829,0.733333333333333,20,0,0.266666666666667,0.350140056022409,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.444444444,0.222222222,0,0.0855967661867953,0.104895675130215,465
"C1668",0.183713611329662,0.733333333333333,7,0,0.266666666666667,0.228571428571429,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0.285714286,0.142857143,0,0.0195809595852146,0.0556229422976954,288
"C1672",0.520849724626279,0.466666666666667,15,0,0.0666666666666667,0.57703081232493,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0913370998116761,0.212732017083389,873
"C1673",0.241542092840283,1,22,0,0.0666666666666667,0.300280112044818,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.2,0.4,0,0,0.0183990103144773,0.14177377761016,526
"C1674",0.114870180959874,0.733333333333333,4,0,0.0666666666666667,0.139495798319328,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.050953833061485,0.089310650616164,322
"C1677",0.439811172305271,0.0666666666666667,9,0,0.266666666666667,0.574789915966387,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.181818182,0,0.272727273,0.272727273,0.272727273,0,0.229424233111915,0.285830776601058,1101
"C1681",0.199842643587726,0.0666666666666667,9,0,0.466666666666667,0.253221288515406,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.375,0.375,0,0.218140557407276,0.241104100624828,520
"C1685",0.105822187254131,1,28,0,0.0666666666666667,0.0862745098039216,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.555555556,0.444444444,0,0,0,0.555555556,0.111111111,0,0.333333333,0,0,0.263543168727198,0,164
"C1687",0.293863099921322,0.0666666666666667,26,0,0.2,0.429131652661064,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272727273,0.727272727,0,0,0.118565271178561,0.132498190750915,349
"C1689",0.42918961447679,0.0666666666666667,4,0.333333333333333,0.2,0.54453781512605,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0.5,0.2,0,0.281957938365285,0.276076120969961,960
"C1693",0.325334382376082,0.4,20,0,0.4,0.47563025210084,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0,0.189773774909581,0.169345714373082,1087
"C1695",0.0696302124311566,0.733333333333333,12,0,0.266666666666667,0.053781512605042,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0.6,0,0.2,0,0,0,0.120669140880473,0.113804315696128,123
"C1697",0.19669551534225,0.0666666666666667,4,0,0.2,0.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.487546194517331,0.360708206346132,854
"C1698",0.170731707317073,0.133333333333333,1,0,0.2,0.0795518207282913,1,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.0452134994366042,0.143628894982009,65
"C1699",0.285601888276947,0.0666666666666667,7,0,0.466666666666667,0.373669467787115,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.428571429,0.428571429,0,0.236681401634242,0.279286901036623,606
"C1700",0.352478363493312,0.333333333333333,39,0,0.133333333333333,0.443137254901961,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.180239384125633,0.416769445605308,979
"C1704",0.241148701809599,0.4,34,0,0.466666666666667,0.0834733893557423,1,0,0,0,0,0,0,0.117647059,0.882352941,0,0,0,0,0.117647059,0.882352941,0,0,0,0,0,0,0,0,0,0,0,0,0.823529412,0.117647059,0,0,0.058823529,0.0815623793426786,0.133894625256098,131
"C1704",0.241148701809599,0.4,34,0,0.466666666666667,0.0834733893557423,1,0,0,0,0,0,0,0.117647059,0.882352941,0,0,0,0,0.117647059,0.882352941,0,0,0,0,0,0,0,0,0,0,0,0,0.823529412,0.117647059,0,0,0.058823529,0.0815623793426786,0.133894625256098,131
"C1706",0.173485444531865,0.0666666666666667,7,0.333333333333333,0.333333333333333,0.218487394957983,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.6,0,0.173037373235941,0.232409512063359,362
"C1713",0.247836349331235,0.133333333333333,2,0,0.0666666666666667,0.287955182072829,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.166666667,0.166666667,0,0.0299190758732635,0.0980052391776326,566
"C1718",0.285995279307632,0.666666666666667,23,0,0.133333333333333,0.374789915966387,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.160268381281075,0.201163015890813,496
"C1722",0.308025177025964,0,1,0,0.4,0.140616246498599,1,0,0,0.272727273,0,0,0,0.181818182,0.545454545,0,0,0.272727273,0,0.181818182,0.545454545,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0.545454545,0.090909091,0.181818182,0,0.090909091,0.0867865951193375,0.171363918986413,649
"C1724",0.483870967741935,0.133333333333333,1,0,0.4,0.484593837535014,0,0,0,0,0,0,0.1,0.1,0,0,0.8,0,0,0,0,0,0,0,0.1,0.1,0,0,0.8,0,0,0.5,0.2,0.1,0.2,0,0,0,0.108061681992609,0.0931432007909731,701
"C1732",0.0944138473642801,0.266666666666667,17,0,0.2,0.0980392156862745,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.666666667,0.166666667,0,0,0.166666667,0,0,0.0937679754784925,0.0802796946191403,267
"C1738",0.271046420141621,0.133333333333333,13,0,0.2,0.318767507002801,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0.25,0,0.0721934614566343,0.105680532479843,682
"C1740",0.297797010228167,0.2,29,0,0.4,0.540616246498599,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.207030234262345,0.470792094345969,979
"C1743",0.300944138473643,0.333333333333333,16,0.333333333333333,0.0666666666666667,0.52156862745098,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.203878369540379,0.483023637457062,1653
"C1744",0.313139260424862,0.0666666666666667,13,0,0.133333333333333,0.456022408963585,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.166166308142055,0.176429816424924,979
"C1756",0.148701809598741,0.666666666666667,1,0,0.2,0.264985994397759,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.377230929248517,0.610435544864281,609
