code,target,totpop,region,proplive,sub,bus,numpark,totrent,a15,a20,a30,a40,a50,a60,a70,a80,a100,numpark_fam,pub10,pub50,pub99,gukmin,forever,happy,A,C,D,E,FMO,G,HI,J,K,L,N,M20,M30,F50,M50,F100,fee_deposit,fee_rent,older
C1360,375,443,3,0.9503386,0,2,362,443,0,0,0.388261851,0.449209932,0.162528217,0,0,0,0,0.817155756,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.067859253,0.049572015,0.087149472,0.072145968,0.000233571,17281000,126720,0.723039681
C2488,1023,1215,4,0.976954733,0,4,1105,1215,0,0,0.485596708,0.514403292,0,0,0,0,0,0.909465021,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.066875166,0.064416056,0.07990214,0.067442652,0.000353103,83286000,43380,0.721010872
C1406,1350,1647,6,0.992106861,0,2,1741,1647,0,0,0.712204007,0.144505161,0.143290832,0,0,0,0,1.057073467,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.064246782,0.066847799,0.085750733,0.068819271,0.000298206,30969500,157925,0.714037243
C1566,284,462,10,0.971861472,0,6,387,462,0,0,0.645021645,0.173160173,0.181818182,0,0,0,0,0.837662338,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07033852,0.053470531,0.079965535,0.0777949,0.000149128,15005000,105605,0.718281387
C1227,823,806,2,0.991315136,0,1,707,806,0,0.198511166,0.415632754,0.132754342,0.253101737,0,0,0,0,0.877171216,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07061753,0.057549801,0.08687251,0.072569721,0.000179283,32443000,264350,0.712211155
C2460,793,1017,1,0.983284169,0,3,879,1017,0,0.18879056,0.333333333,0.344149459,0.133726647,0,0,0,0,0.864306785,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.059894048,0.068704398,0.077344944,0.064858538,0.000290351,45747000,312060,0.728907719
C2486,587,589,2,0.996604414,0,4,515,589,0,0.185059423,0.405772496,0.142614601,0.26655348,0,0,0,0,0.874363328,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07061753,0.057549801,0.08687251,0.072569721,0.000179283,23430500,231300,0.712211155
C2106,353,504,14,0.964285714,0,2,434,504,0,0,0.698412698,0.301587302,0,0,0,0,0,0.861111111,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.064936655,0.056625252,0.082746802,0.074276271,0.000257054,11533000,102130,0.721157947
C1572,479,937,2,0.965848453,0,3,770,937,0,0,0.629669157,0.249733191,0.120597652,0,0,0,0,0.821771612,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.07061753,0.057549801,0.08687251,0.072569721,0.000179283,12254000,93710,0.712211155
C1773,614,840,1,0.982142857,0,4,772,840,0,0.167857143,0.375,0.323809524,0.133333333,0,0,0,0,0.919047619,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.059894048,0.068704398,0.077344944,0.064858538,0.000290351,41505000,326760,0.728907719
C1677,1101,1144,1,0.992132867,0,4,1039,1144,0,0.20979021,0.33041958,0.241258741,0.218531469,0,0,0,0,0.908216783,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.059894048,0.068704398,0.077344944,0.064858538,0.000290351,36242000,301540,0.728907719
C1823,652,553,14,0.974683544,0,3,584,553,0,0,0.600361664,0.399638336,0,0,0,0,0,1.056057866,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.064936655,0.056625252,0.082746802,0.074276271,0.000257054,25224000,183450,0.721157947
C2692,437,499,3,0.961923848,0,2,409,499,0,0,0.669338677,0.210420842,0.120240481,0,0,0,0,0.819639279,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.067859253,0.049572015,0.087149472,0.072145968,0.000233571,18173000,132170,0.723039681
C2505,163,200,3,0.99,0,2,153,200,0,0,0.75,0.25,0,0,0,0,0,0.765,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.067859253,0.049572015,0.087149472,0.072145968,0.000233571,8598000,74510,0.723039681
C2587,589,603,3,0.96185738,0,3,506,603,0,0,0.553897181,0.119402985,0.326699834,0,0,0,0,0.839137645,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.067859253,0.049572015,0.087149472,0.072145968,0.000233571,19897000,135210,0.723039681
C2127,403,700,2,0.97,0,2,592,700,0,0,0.502857143,0.325714286,0.171428571,0,0,0,0,0.845714286,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07061753,0.057549801,0.08687251,0.072569721,0.000179283,20802000,174930,0.712211155
C1316,22,107,13,0.934579439,0,2,27,107,0,0,0.897196262,0,0.102803738,0,0,0,0,0.252336449,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.072622328,0.067302815,0.07929914,0.069167386,0.000219361,27043800,88350,0.71138897
C1674,322,318,10,0.987421384,0,1,262,318,0,0,0.597484277,0.402515723,0,0,0,0,0,0.823899371,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07033852,0.053470531,0.079965535,0.0777949,0.000149128,13592500,108740,0.718281387
C1713,566,656,2,0.99695122,0,1,527,656,0,0,0.692073171,0.137195122,0.170731707,0,0,0,0,0.803353659,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07061753,0.057549801,0.08687251,0.072569721,0.000179283,10923000,117270,0.712211155
C1845,277,306,0,1,0,3,248,306,0,0,0.509803922,0.392156863,0.098039216,0,0,0,0,0.810457516,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.063157012,0.054321402,0.087266326,0.072177048,0.000318551,26005000,244670,0.722759695
C2082,822,970,1,0.980412371,0,2,845,970,0,0.181443299,0.342268041,0.336082474,0.140206186,0,0,0,0,0.871134021,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.059894048,0.068704398,0.077344944,0.064858538,0.000290351,48844000,332510,0.728907719
C1328,770,992,1,0.963709677,0,15,871,992,0,0.161290323,0.413306452,0.264112903,0.161290323,0,0,0,0,0.878024194,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.059894048,0.068704398,0.077344944,0.064858538,0.000290351,123711000,75250,0.728907719
C2357,345,533,7,0.953095685,1,2,484,533,0,0,0.495309568,0.195121951,0.30956848,0,0,0,0,0.908067542,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0.057233413,0.048866037,0.082899,0.068854768,0.000267643,32287500,309750,0.741879163
C2565,1090,1006,3,0.967196819,0,3,915,1006,0,0,0.217693837,0.394632207,0.387673956,0,0,0,0,0.909542744,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.067859253,0.049572015,0.087149472,0.072145968,0.000233571,20221000,176230,0.723039681
C1804,951,478,1,0.993723849,0,3,629,26,0,0,0,0,0,0,0.012552301,0.041841004,0,1.315899582,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.059894048,0.068704398,0.077344944,0.064858538,0.000290351,90237000,597820,0.728907719
C2255,410,560,13,0.996428571,0,2,400,560,0,0.425,0.317857143,0.257142857,0,0,0,0,0,0.714285714,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0.072622328,0.067302815,0.07929914,0.069167386,0.000219361,9755500,85710,0.71138897
C1343,549,600,1,0.986666667,1,4,528,600,0,0,0.358333333,0.468333333,0.173333333,0,0,0,0,0.88,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.059894048,0.068704398,0.077344944,0.064858538,0.000290351,24814000,222200,0.728907719
C1987,166,291,7,0.910652921,3,4,257,291,0,0,0,0.687285223,0.312714777,0,0,0,0,0.883161512,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.057233413,0.048866037,0.082899,0.068854768,0.000267643,44387000,368980,0.741879163
C2479,647,679,1,0.980854197,0,2,615,679,0,0,0.412371134,0.40353461,0.184094256,0,0,0,0,0.905743741,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.059894048,0.068704398,0.077344944,0.064858538,0.000290351,36095000,298900,0.728907719
C1310,1084,1037,0,0.983606557,0,6,936,1037,0,0.144648023,0.607521697,0.101253616,0.146576663,0,0,0,0,0.902603664,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.063157012,0.054321402,0.087266326,0.072177048,0.000318551,23687000,204150,0.722759695
C1738,682,715,2,0.981818182,0,3,582,715,0,0,0.671328671,0.218181818,0.11048951,0,0,0,0,0.813986014,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07061753,0.057549801,0.08687251,0.072569721,0.000179283,16288000,124800,0.712211155
C1863,733,1099,14,0.978161965,0,4,1154,1099,0,0.140127389,0.459508644,0.400363967,0,0,0,0,0,1.050045496,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.064936655,0.056625252,0.082746802,0.074276271,0.000257054,20493000,165865,0.721157947
C1426,262,374,3,0.994652406,0,2,321,374,0,0.256684492,0.315508021,0,0.427807487,0,0,0,0,0.85828877,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.067859253,0.049572015,0.087149472,0.072145968,0.000233571,9984000,144820,0.723039681
C2659,365,504,1,0.994047619,1,3,438,504,0,0.23015873,0.551587302,0.218253968,0,0,0,0,0,0.869047619,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0.059894048,0.068704398,0.077344944,0.064858538,0.000290351,15791000,166930,0.728907719
C2489,950,1128,7,0.968085106,0,4,951,1128,0,0,0,0.363475177,0.636524823,0,0,0,0,0.843085106,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.057233413,0.048866037,0.082899,0.068854768,0.000267643,23733000,285500,0.741879163
C2211,244,304,10,0.986842105,0,1,230,304,0,0,0.881578947,0.118421053,0,0,0,0,0,0.756578947,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07033852,0.053470531,0.079965535,0.0777949,0.000149128,8778000,85580,0.718281387
C2314,343,600,6,0.978333333,0,2,360,600,0,0.433333333,0.446666667,0.12,0,0,0,0,0,0.6,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0.064246782,0.066847799,0.085750733,0.068819271,0.000298206,12089000,153020,0.714037243
C1861,613,690,11,0.976811594,0,3,652,690,0,0.585507246,0,0.324637681,0.089855072,0,0,0,0,0.944927536,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.070322283,0.046595927,0.081407764,0.074382126,0.000158176,12460000,166685,0.727133743
C2389,561,690,14,0.969565217,0,3,694,690,0,0,0.543478261,0.195652174,0.260869565,0,0,0,0,1.005797101,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.064936655,0.056625252,0.082746802,0.074276271,0.000257054,13335000,120230,0.721157947
C1490,899,749,14,0.967957276,0,3,759,655,0,0,0,0,0,0,0.214953271,0.659546061,0,1.013351135,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.064936655,0.056625252,0.082746802,0.074276271,0.000257054,31342500,393750,0.721157947
C1788,412,376,2,0.925531915,0,3,380,376,0,0,0,0,1,0,0,0,0,1.010638298,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07061753,0.057549801,0.08687251,0.072569721,0.000179283,32500000,365000,0.712211155
C1740,979,783,3,0.962962963,0,6,978,467,0,0,0,0,0.360153257,0,0.136653895,0.099616858,0,1.249042146,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.067859253,0.049572015,0.087149472,0.072145968,0.000233571,33400000,483000,0.723039681
C2620,1709,1029,10,0.972789116,0,6,1061,906,0,0,0,0,0.242954325,0,0.263362488,0.37414966,0,1.031098154,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07033852,0.053470531,0.079965535,0.0777949,0.000149128,27274000,535000,0.718281387
C1286,881,919,10,0.970620239,0,2,988,919,0,0,0,0,0,0,0.208922742,0.791077258,0,1.07508161,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07033852,0.053470531,0.079965535,0.0777949,0.000149128,35700000,590000,0.718281387
C1089,309,368,10,0.961956522,0,2,285,368,0,0,0.625,0.236413043,0.138586957,0,0,0,0,0.774456522,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07033852,0.053470531,0.079965535,0.0777949,0.000149128,14264000,120690,0.718281387
C2237,55,70,13,0.9,0,2,50,70,0,0,0.885714286,0.114285714,0,0,0,0,0,0.714285714,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.072622328,0.067302815,0.07929914,0.069167386,0.000219361,8564000,58460,0.71138897
C1341,442,922,4,0.992407809,0,1,731,922,0,0.271149675,0.559652928,0.169197397,0,0,0,0,0,0.792841649,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0.066875166,0.064416056,0.07990214,0.067442652,0.000353103,12947000,161290,0.721010872
C1338,551,622,7,0.979099678,1,3,551,622,0,0,0,0.810289389,0.189710611,0,0,0,0,0.88585209,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.057233413,0.048866037,0.082899,0.068854768,0.000267643,28856000,241560,0.741879163
C2405,1240,600,2,0.963333333,0,8,728,284,0,0,0,0,0,0,0.17,0.303333333,0,1.213333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07061753,0.057549801,0.08687251,0.072569721,0.000179283,36113000,603480,0.712211155
C1969,886,1366,5,0.978770132,0,2,1192,1366,0,0.222547584,0.581259151,0.196193265,0,0,0,0,0,0.872620791,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.06825098,0.071206515,0.09289139,0.072399676,0.000218929,11333000,149740,0.695032511
C2274,713,1122,14,0.96969697,0,3,1182,1122,0,0.263814617,0.397504456,0.338680927,0,0,0,0,0,1.053475936,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.064936655,0.056625252,0.082746802,0.074276271,0.000257054,15046000,141680,0.721157947
C1699,606,752,1,0.990691489,0,7,680,752,0,0,0.582446809,0.183510638,0.234042553,0,0,0,0,0.904255319,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.059894048,0.068704398,0.077344944,0.064858538,0.000290351,37163000,295120,0.728907719
C2251,870,886,1,0.981941309,0,3,809,886,0,0.038374718,0.318284424,0.507900677,0.135440181,0,0,0,0,0.913092551,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.059894048,0.068704398,0.077344944,0.064858538,0.000290351,36036000,283920,0.728907719
C1340,410,552,11,0.961956522,0,3,523,552,0,0.362318841,0.347826087,0.289855072,0,0,0,0,0,0.947463768,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.070322283,0.046595927,0.081407764,0.074382126,0.000158176,9247000,180350,0.727133743
C2373,800,850,12,0.989411765,0,5,948,850,0,0,0.578823529,0.336470588,0.084705882,0,0,0,0,1.115294118,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.069666598,0.048026181,0.088402536,0.068930252,0.000368173,20269000,217735,0.724606245
C1455,420,432,0,0.99537037,0,5,349,432,0,0.37962963,0.240740741,0.37962963,0,0,0,0,0,0.80787037,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.063157012,0.054321402,0.087266326,0.072177048,0.000318551,7527000,168810,0.722759695
C2137,752,960,3,0.96875,0,8,876,960,0,0.1875,0.375,0.4375,0,0,0,0,0,0.9125,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.067859253,0.049572015,0.087149472,0.072145968,0.000233571,9450000,154350,0.723039681
C1985,630,874,10,0.967963387,0,4,722,874,0,0,0.43020595,0.368421053,0.201372998,0,0,0,0,0.826086957,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07033852,0.053470531,0.079965535,0.0777949,0.000149128,13655500,194620,0.718281387
C2583,982,1106,6,0.981012658,0,2,752,1106,0,0.216998192,0.652802893,0.130198915,0,0,0,0,0,0.679927667,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0.064246782,0.066847799,0.085750733,0.068819271,0.000298206,11397000,193550,0.714037243
C2663,652,772,1,0.981865285,0,3,700,772,0,0.14507772,0.284974093,0.414507772,0.155440415,0,0,0,0,0.906735751,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.059894048,0.068704398,0.077344944,0.064858538,0.000290351,29621000,276540,0.728907719
C2450,451,483,1,0.983436853,0,5,437,483,0,0,0.542443064,0.358178054,0.099378882,0,0,0,0,0.904761905,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.059894048,0.068704398,0.077344944,0.064858538,0.000290351,39349000,312610,0.728907719
C2329,821,1028,5,0.976653696,0,5,973,1028,0,0.210116732,0.525291829,0.163424125,0.101167315,0,0,0,0,0.946498054,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.06825098,0.071206515,0.09289139,0.072399676,0.000218929,20870000,276345,0.695032511
C1834,255,326,0,0.987730061,0,1,268,326,0,0,0.650306748,0.239263804,0.110429448,0,0,0,0,0.82208589,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.063157012,0.054321402,0.087266326,0.072177048,0.000318551,16129000,174190,0.722759695
C1848,625,532,4,0.983082707,0,3,660,532,0,0,0,0,1,0,0,0,0,1.240601504,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.066875166,0.064416056,0.07990214,0.067442652,0.000353103,41253000,510510,0.721010872
C1743,1653,791,5,0.97977244,1,1,944,791,0,0,0,0,0,0.316055626,0.471554994,0.212389381,0,1.193426043,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.06825098,0.071206515,0.09289139,0.072399676,0.000218929,33000000,495000,0.695032511
C1350,2315,1401,6,0.998572448,0,6,1636,690,0,0,0,0,0.492505353,0,0,0,0,1.16773733,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.064246782,0.066847799,0.085750733,0.068819271,0.000298206,57000000,519350,0.714037243
C1402,498,344,14,0.953488372,0,2,344,344,0,0,0,0,0.261627907,0,0.337209302,0.401162791,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.064936655,0.056625252,0.082746802,0.074276271,0.000257054,45000000,480000,0.721157947
C1103,787,935,0,0.96684492,0,2,939,935,0,0.287700535,0.248128342,0.286631016,0.177540107,0,0,0,0,1.004278075,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.063157012,0.054321402,0.087266326,0.072177048,0.000318551,15591000,220430,0.722759695
C1129,1668,1444,1,0.998614958,1,10,1275,1444,0,0,0,0,1,0,0,0,0,0.882963989,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.059894048,0.068704398,0.077344944,0.064858538,0.000290351,54132000,520500,0.728907719
C1027,207,452,2,0.953539823,0,5,461,452,0,0,0.579646018,0.420353982,0,0,0,0,0,1.019911504,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07061753,0.057549801,0.08687251,0.072569721,0.000179283,26851000,306450,0.712211155
C2377,579,1105,2,0.980090498,0,3,1110,1105,0,0,0.700452489,0.126696833,0.172850679,0,0,0,0,1.004524887,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07061753,0.057549801,0.08687251,0.072569721,0.000179283,26673000,305370,0.712211155
C2661,330,354,12,0.966101695,0,6,297,354,0,0.395480226,0.310734463,0.293785311,0,0,0,0,0,0.838983051,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.069666598,0.048026181,0.088402536,0.068930252,0.000368173,10215000,186010,0.724606245
C1263,217,268,14,0.985074627,0,5,214,268,0,0.223880597,0.552238806,0.223880597,0,0,0,0,0,0.798507463,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.064936655,0.056625252,0.082746802,0.074276271,0.000257054,7204000,124720,0.721157947
C1136,763,984,1,0.968495935,0,15,865,984,0,0.300813008,0.300813008,0.231707317,0.166666667,0,0,0,0,0.879065041,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.059894048,0.068704398,0.077344944,0.064858538,0.000290351,71409500,109420,0.728907719
C2605,572,624,0,0.990384615,0,3,535,624,0,0,0.721153846,0.278846154,0,0,0,0,0,0.857371795,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.063157012,0.054321402,0.087266326,0.072177048,0.000318551,22581000,263440,0.722759695
C2393,922,1546,1,0.999353169,1,2,1176,1546,0,0.160413972,0.655886158,0.183699871,0,0,0,0,0,0.760672704,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0.059894048,0.068704398,0.077344944,0.064858538,0.000290351,18225000,215050,0.728907719
C1673,526,640,14,0.965625,0,1,549,640,0,0.28125,0.4375,0.28125,0,0,0,0,0,0.8578125,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.064936655,0.056625252,0.082746802,0.074276271,0.000257054,9461000,160210,0.721157947
C1017,1246,1460,6,0.981506849,0,2,1534,1460,0,0.221917808,0.397260274,0.380821918,0,0,0,0,0,1.050684932,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.064246782,0.066847799,0.085750733,0.068819271,0.000298206,15198000,227970,0.714037243
C2539,228,396,13,0.97979798,0,2,237,396,0,0.494949495,0.353535354,0.151515152,0,0,0,0,0,0.598484848,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0.072622328,0.067302815,0.07929914,0.069167386,0.000219361,7645000,123110,0.71138897
